0.5 0.4 1.98797057827
0.5 0.8 1.69384137675
0.5 1.2 1.69368185999
0.5 1.6 1.60631787388
0.5 2.0 1.78670287475
0.5 2.4 1.91903236935
0.5 2.8 2.07164282496
0.5 3.2 1.46343311202
0.5 3.6 1.50044888899
0.5 4.0 1.25407269671
0.5 4.4 0.691198081007
0.5 4.8 0.454244549026
0.5 5.2 1.12244250376
0.5 5.6 1.3473286459
0.5 6.0 0.466224058588
0.5 6.4 1.49925414003
0.5 6.8 1.49735805401
0.5 7.2 1.49960087022
0.5 7.6 0.48282200301
0.5 8.0 1.49957698577
0.5 8.4 1.49996748985
0.5 8.8 1.49998224211
0.5 9.2 1.49999271288
0.5 9.6 1.49999827545
0.5 10.0 1.49999886153
0.55 0.4 2.07557545698
0.55 0.8 1.71731729025
0.55 1.2 1.69242074035
0.55 1.6 1.60151791281
0.55 2.0 1.7712964943
0.55 2.4 1.87373411086
0.55 2.8 2.00800340887
0.55 3.2 1.36135057469
0.55 3.6 1.43078207026
0.55 4.0 0.905685002002
0.55 4.4 1.70598804134
0.55 4.8 1.26352364269
0.55 5.2 0.703446026935
0.55 5.6 0.788150612837
0.55 6.0 1.43522064264
0.55 6.4 1.49834251003
0.55 6.8 1.05027829183
0.55 7.2 0.765531087046
0.55 7.6 0.38973566808
0.55 8.0 1.47882773334
0.55 8.4 0.750784522225
0.55 8.8 0.844160111137
0.55 9.2 1.49997809599
0.55 9.6 0.472751692718
0.55 10.0 1.20674966079
0.6 0.4 2.17098652618
0.6 0.8 1.74254232092
0.6 1.2 1.69174623178
0.6 1.6 1.59628977359
0.6 2.0 1.75621627101
0.6 2.4 1.83770680065
0.6 2.8 1.95987248974
0.6 3.2 1.18442282224
0.6 3.6 1.33944247073
0.6 4.0 0.257815244855
0.6 4.4 1.3520016309
0.6 4.8 0.946462500715
0.6 5.2 0.140229211819
0.6 5.6 1.20470618038
0.6 6.0 0.987869881369
0.6 6.4 1.01015202773
0.6 6.8 1.38422507138
0.6 7.2 1.49956271223
0.6 7.6 1.4995341308
0.6 8.0 1.49885940661
0.6 8.4 1.36998528041
0.6 8.8 1.49995036073
0.6 9.2 1.49999357942
0.6 9.6 1.49999590571
0.6 10.0 1.18021560159
0.65 0.4 2.27399454771
0.65 0.8 1.76928945968
0.65 1.2 1.69111620012
0.65 1.6 1.59024960272
0.65 2.0 1.74025419844
0.65 2.4 1.8065894344
0.65 2.8 1.92066203511
0.65 3.2 0.898903806969
0.65 3.6 1.21886182133
0.65 4.0 1.78881739601
0.65 4.4 0.637478404527
0.65 4.8 0.525337621956
0.65 5.2 1.10592875502
0.65 5.6 0.753211866955
0.65 6.0 1.35173328765
